Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
1394,6,1912,2,672,482,1221,2,7,1905,2000,1,10800,OldTown,TA,TA,N,163000
1395,7,1500,3,648,1356,1500,2,6,2006,2006,1,4045,Blmngtn,Gd,Gd,Y,246578
1396,8,2482,3,642,1094,1133,2,9,2005,2006,1,12665,Timber,Gd,Gd,Y,281213
1397,5,1687,2,572,747,1687,1,7,1948,1950,2,57200,Timber,TA,TA,Y,160000
1398,5,1513,1,180,939,939,1,8,1920,2004,0,6120,BrkSide,TA,TA,Y,137500
1399,5,1904,1,240,1208,1136,1,7,1950,1982,0,7200,NAmes,TA,TA,Y,138000
1400,6,1608,1,216,976,1160,2,7,1925,1990,1,6171,SWISU,TA,Gd,Y,137450
1401,6,1158,1,208,862,950,1,5,1929,1950,1,6000,BrkSide,TA,TA,Y,120000
1402,6,1593,2,398,839,864,2,8,2004,2004,1,7415,Gilbert,TA,TA,Y,193000
1403,7,1294,2,662,1286,1294,2,6,2006,2006,1,6762,CollgCr,Gd,Gd,Y,193879
1404,8,1464,3,754,1485,1464,2,6,2007,2007,0,15256,Somerst,Gd,Gd,Y,282922
1405,3,1214,3,936,672,694,1,6,1915,1950,0,10410,OldTown,TA,TA,Y,105000
1406,8,1646,2,482,1594,1646,2,5,2004,2005,1,3842,Crawfor,Gd,Gd,Y,275000
1407,5,768,2,396,768,768,1,5,1972,2007,0,8445,CollgCr,TA,TA,Y,133000
1408,5,833,0,0,833,833,1,5,1985,1985,0,8780,Mitchel,TA,TA,Y,112000
1409,4,1363,2,528,622,741,1,6,1910,1950,0,7740,OldTown,TA,TA,Y,125500
1410,7,2093,2,542,791,1236,2,7,1986,1991,1,20544,NWAmes,TA,TA,Y,215000
1411,7,1840,2,622,944,944,2,6,2001,2001,0,12420,CollgCr,Gd,Gd,Y,230000
1412,6,1668,1,271,856,1112,1,6,1950,2005,0,9600,NAmes,TA,TA,Y,140000
1413,4,1040,2,420,0,1040,2,6,1949,1950,0,7200,NAmes,TA,TA,N,90000
1414,8,1844,2,620,1844,1844,2,7,2005,2006,1,10994,SawyerW,Gd,Gd,Y,257000
1415,6,1848,2,370,833,1053,1,8,1923,2000,1,13053,BrkSide,TA,Gd,Y,207000
1416,7,1569,3,660,1386,1569,2,7,2007,2007,1,3635,Blmngtn,Gd,Gd,Y,175900
1417,4,2290,2,560,777,1246,2,11,1885,1950,0,11340,OldTown,TA,TA,Y,122500
1418,8,2450,3,1069,1284,1310,2,7,1998,1998,1,16545,NoRidge,Gd,Gd,Y,340000
1419,5,1144,1,336,1144,1144,1,6,1963,1963,0,9204,NAmes,TA,TA,Y,124000
1420,6,1844,2,540,1844,1844,2,7,1969,1969,1,16381,Crawfor,Gd,Gd,Y,223000
1421,6,1416,2,776,708,708,2,7,1968,1968,1,11700,NWAmes,TA,TA,Y,179900
1422,6,1069,2,440,1069,1069,2,4,1977,1977,1,4043,NPkVill,TA,TA,Y,127500
1423,6,848,2,420,848,848,1,3,2003,2003,0,4435,CollgCr,Gd,Gd,Y,136500
1424,6,2201,2,432,697,1575,2,8,1966,1966,1,19690,Edwards,Gd,Gd,Y,274970
1425,5,1344,1,484,1024,1344,1,6,1958,1983,1,9503,NAmes,TA,TA,Y,144000
1426,6,1252,2,528,1252,1252,1,7,1959,1959,0,10721,NAmes,Gd,Gd,Y,142000
1427,7,2127,2,525,1223,1223,2,5,1994,1994,2,10944,NoRidge,Gd,Gd,Y,271000
1428,5,1558,1,288,913,1048,1,6,1945,1950,1,10930,NAmes,TA,TA,Y,140000
1429,5,804,1,240,788,804,1,4,1940,1992,2,7200,OldTown,TA,Gd,Y,119000
1430,6,1440,2,467,1440,1440,2,7,1981,1981,1,12546,NWAmes,Gd,Gd,Y,182900
1431,5,1838,2,372,732,734,2,7,2005,2005,1,21930,Gilbert,Gd,TA,Y,192140
1432,6,958,2,440,958,958,2,5,1976,1976,0,4928,NPkVill,TA,TA,Y,143750
1433,4,968,1,216,656,968,2,5,1927,2007,0,10800,OldTown,TA,TA,Y,64500
1434,6,1792,2,451,936,962,2,8,2000,2000,1,10261,Gilbert,TA,TA,Y,186500
1435,5,1126,2,484,1126,1126,2,5,1977,1977,1,17400,Mitchel,TA,TA,Y,160000
1436,6,1537,2,462,1319,1537,1,7,1962,2005,1,8400,NAmes,Gd,Gd,Y,174000
1437,4,864,2,528,864,864,1,5,1971,1971,0,9000,NAmes,TA,TA,Y,120500
1438,8,1932,3,774,1932,1932,2,7,2008,2008,1,12444,NridgHt,Ex,Ex,Y,394617
1439,6,1236,2,923,912,1236,1,6,1957,1996,0,7407,OldTown,TA,TA,Y,149700
1440,7,1725,2,550,539,1040,2,6,1979,1979,1,11584,NWAmes,TA,TA,Y,197000
1441,6,2555,2,672,588,1423,2,11,1922,1994,1,11526,Crawfor,TA,TA,Y,191000
1442,6,848,2,420,848,848,1,3,2004,2004,1,4426,CollgCr,Gd,Gd,Y,149300
1443,10,2007,3,812,1017,1026,2,10,2008,2008,1,11003,Somerst,Ex,Ex,Y,310000
1444,6,952,1,192,952,952,1,4,1916,1950,1,8854,BrkSide,TA,Fa,N,121000
1445,7,1422,2,626,1422,1422,2,7,2004,2004,0,8500,CollgCr,Gd,Gd,Y,179600
1446,6,913,1,240,814,913,1,6,1966,1966,0,8400,Sawyer,TA,TA,Y,129000
1447,5,1188,1,312,1188,1188,1,6,1962,1962,0,26142,Mitchel,TA,TA,Y,157900
1448,8,2090,2,556,1220,1220,2,8,1995,1996,1,10000,CollgCr,Gd,Gd,Y,240000
1449,4,1346,1,384,560,796,1,6,1910,2000,0,11767,Edwards,TA,TA,N,112000
1450,5,630,0,0,630,630,1,3,1970,1970,0,1533,MeadowV,TA,Ex,Y,92000
1451,5,1792,0,0,896,896,2,8,1974,1974,0,9000,NAmes,TA,TA,Y,136000
1452,8,1578,3,840,1573,1578,2,7,2008,2009,1,9262,Somerst,Gd,Ex,Y,287090
1453,5,1072,2,525,547,1072,1,5,2005,2005,0,3675,Edwards,TA,TA,Y,145000
1454,5,1140,0,0,1140,1140,1,6,2006,2006,0,17217,Mitchel,TA,TA,Y,84500
1455,7,1221,2,400,1221,1221,2,6,2004,2005,0,7500,Somerst,Gd,Gd,Y,185000
1456,6,1647,2,460,953,953,2,7,1999,2000,1,7917,Gilbert,TA,TA,Y,175000
1457,6,2073,2,500,1542,2073,2,7,1978,1988,2,13175,NWAmes,TA,TA,Y,210000
1458,7,2340,1,252,1152,1188,2,9,1941,2006,2,9042,Crawfor,Ex,Gd,Y,266500
1459,5,1078,1,240,1078,1078,1,5,1950,1996,0,9717,NAmes,TA,Gd,Y,142125
1460,5,1256,1,276,1256,1256,1,6,1965,1965,0,9937,Edwards,Gd,TA,Y,147500
