Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,TotalSF,HouseAge,RemodAge,IsRemodeled,Qual_x_Area,Qual_x_TotalSF,HasFireplace,LotRatio,SalePrice
1064,6,1103,2,1103,1,1925,1980,1,6000,OldTown,TA,Gd,Y,2206,85,30,1,6618,13236,1,0.183833,110500
1065,5,1154,2,1154,1,1966,1966,1,11000,NAmes,TA,TA,Y,2308,44,44,0,5770,11540,1,0.104909,154000
1066,7,2260,2,1306,2,1996,1997,0,14000,ClearCr,Gd,Gd,Y,3566,14,13,1,15820,24962,0,0.161429,328000
1067,6,1571,2,799,2,1993,1994,1,7837,Gilbert,Gd,TA,Y,2370,17,16,1,9426,14220,1,0.200459,178000
1068,6,1611,2,780,1,1964,1964,0,9760,NAmes,TA,TA,Y,2391,46,46,0,9666,14346,0,0.165061,167900
1069,6,2521,2,942,2,1973,1973,1,3964,MeadowV,TA,TA,Y,3463,37,37,0,15126,20778,1,0.635974,151400
1070,5,893,2,845,1,1949,2003,0,9600,NAmes,TA,Gd,Y,1738,61,7,1,4465,8690,0,0.093021,135000
1071,5,1048,1,1048,1,1956,1956,0,10152,NAmes,TA,TA,Y,2096,54,54,0,5240,10480,0,0.103231,135000
1072,6,1556,2,727,1,1968,1968,0,11700,NWAmes,TA,TA,Y,2283,42,42,0,9336,13698,0,0.132991,154000
1073,5,1456,1,810,1,1948,1950,1,7585,Edwards,TA,TA,Y,2266,62,60,1,7280,11330,1,0.191958,91500
1074,6,1426,2,690,1,1977,1977,0,7950,Edwards,TA,TA,Y,2116,33,33,0,8556,12696,0,0.179371,159500
1075,7,1240,3,1240,2,2006,2006,0,8556,CollgCr,Gd,Gd,Y,2480,4,4,0,8680,17360,0,0.144928,194000
1076,7,1740,1,800,1,1940,1984,2,13125,Crawfor,TA,TA,Y,2540,70,26,1,12180,17780,1,0.132571,219500
1077,5,1466,2,796,2,1936,1989,1,10800,OldTown,TA,Gd,Y,2262,74,21,1,7330,11310,1,0.135741,170000
1078,5,1096,1,1096,1,1969,1969,0,15870,NAmes,TA,TA,Y,2192,41,41,0,5480,10960,0,0.069061,138800
1079,6,848,2,848,1,2004,2004,1,4435,CollgCr,Gd,Gd,Y,1696,6,6,0,5088,10176,1,0.191206,155900
1080,5,990,1,990,1,1994,1994,0,8775,CollgCr,TA,TA,Y,1980,16,16,0,4950,9900,0,0.112821,126000
1081,6,1258,2,1258,2,1971,2004,0,11040,NWAmes,Gd,Gd,Y,2516,39,6,1,7548,15096,0,0.113949,145000
1082,5,1040,1,1040,1,1963,1963,0,7500,Sawyer,TA,TA,Y,2080,47,47,0,5200,10400,0,0.138667,133000
1083,7,1459,2,1459,2,2002,2002,1,8749,CollgCr,Gd,Gd,Y,2918,8,8,0,10213,20426,1,0.166762,192000
1084,6,1251,1,1251,1,1964,1964,2,8800,NAmes,TA,TA,Y,2502,46,46,0,7506,15012,1,0.142159,160000
1085,6,1498,2,691,2,1995,1996,1,13031,Gilbert,TA,TA,Y,2189,15,14,1,8988,13134,1,0.114957,187500
1086,6,996,2,936,1,1992,1992,0,9069,SawyerW,TA,Gd,Y,1932,18,18,0,5976,11592,0,0.109825,147000
1087,4,1092,1,546,1,1973,1973,0,1974,MeadowV,TA,TA,Y,1638,37,37,0,4368,6552,0,0.553191,83500
1088,8,1953,3,1082,2,2005,2006,1,10574,Somerst,Gd,Gd,Y,3035,5,4,1,15624,24280,1,0.184698,252000
1089,7,1709,2,970,2,2004,2004,0,2522,Edwards,Gd,Gd,Y,2679,6,6,0,11963,18753,0,0.677637,137500
1090,8,1247,2,1247,1,2005,2005,1,3316,Somerst,Gd,Gd,Y,2494,5,5,0,9976,19952,1,0.376055,197000
1091,3,1040,2,0,2,1950,1950,0,8544,NAmes,TA,TA,N,1040,60,60,0,3120,3120,0,0.121723,92900
1092,7,1252,2,600,2,1999,2000,0,2160,Somerst,Gd,Gd,Y,1852,11,10,1,8764,12964,0,0.57963,160000
1093,6,1694,2,1181,2,1925,1950,1,8400,SWISU,TA,TA,Y,2875,85,60,1,10164,17250,1,0.201667,136500
1094,5,1200,2,864,1,1965,1998,0,9230,NAmes,TA,Gd,Y,2064,45,12,1,6000,10320,0,0.130011,146000
1095,5,936,1,936,1,1956,2000,0,5868,NAmes,TA,TA,Y,1872,54,10,1,4680,9360,0,0.159509,129000
1096,6,1314,2,1314,2,2006,2006,1,9317,CollgCr,Gd,Gd,Y,2628,4,4,0,7884,15768,1,0.141033,176432
1097,6,1355,0,684,1,1914,2006,0,6882,IDOTRR,TA,Gd,Y,2039,96,4,1,8130,12234,0,0.19689,127000
1098,8,1088,2,1074,1,1986,1986,0,3696,StoneBr,Gd,Gd,Y,2162,24,24,0,8704,17296,0,0.294372,170000
1099,4,1324,1,672,1,1936,1950,0,6000,BrkSide,TA,TA,Y,1996,74,60,1,5296,7984,0,0.220667,128000
1100,7,1601,2,1271,2,1978,1978,1,11880,NWAmes,TA,TA,Y,2872,32,32,0,11207,20104,1,0.134764,157000
1101,2,438,1,290,1,1920,1950,0,8400,SWISU,TA,Fa,N,728,90,60,1,876,1456,0,0.052143,60000
1102,5,950,1,950,1,1971,1971,0,9758,NAmes,TA,TA,Y,1900,39,39,0,4750,9500,0,0.097356,119500
1103,5,1134,1,1010,1,1960,2002,0,7000,NAmes,TA,TA,Y,2144,50,8,1,5670,10720,0,0.162,135000
1104,6,1194,2,655,1,1959,1959,1,8910,NAmes,TA,TA,Y,1849,51,51,0,7164,11094,1,0.134007,159500
1105,5,1302,2,630,2,1970,1970,0,2016,BrDale,TA,TA,Y,1932,40,40,0,6510,9660,0,0.645833,106000
1106,8,2622,2,1463,2,1994,1995,2,12256,NoRidge,Gd,Gd,Y,4085,16,15,1,20976,32680,1,0.213936,325000
1107,7,1442,2,910,2,1990,1991,1,10357,SawyerW,Gd,Gd,Y,2352,20,19,1,10094,16464,1,0.13923,179900
1108,7,2021,2,868,2,2006,2006,1,23257,Gilbert,Gd,Gd,Y,2889,4,4,0,14147,20223,1,0.086899,274725
1109,6,1690,2,924,2,2000,2000,1,8063,Gilbert,TA,TA,Y,2614,10,10,0,10140,15684,1,0.209599,181000
1110,8,1836,3,1836,2,2004,2005,1,11362,NridgHt,Gd,Gd,Y,3672,6,5,1,14688,29376,1,0.161591,280000
1111,6,1658,2,773,2,1995,1996,1,8000,Gilbert,TA,TA,Y,2431,15,14,1,9948,14586,1,0.20725,188000
1112,7,1964,2,803,2,1976,1976,1,10480,NWAmes,TA,TA,Y,2767,34,34,0,13748,19369,1,0.187405,205000
1113,5,816,1,816,1,1957,1957,0,7100,NAmes,TA,TA,Y,1632,53,53,0,4080,8160,0,0.11493,129900
1114,5,1008,1,1008,1,1953,2006,0,8923,NAmes,TA,Gd,Y,2016,57,4,1,5040,10080,0,0.112966,134500
1115,5,833,1,833,1,1954,2000,0,5400,OldTown,TA,Gd,Y,1666,56,10,1,4165,8330,0,0.154259,117000
1116,8,1734,3,1734,2,2007,2007,1,12085,NridgHt,Gd,Ex,Y,3468,3,3,0,13872,27744,1,0.143484,318000
1117,8,1419,2,408,2,2002,2002,1,7750,Gilbert,Gd,Gd,Y,1827,8,8,0,11352,14616,1,0.183097,184100
1118,5,894,2,894,1,1967,2003,0,9764,Sawyer,TA,Gd,Y,1788,43,7,1,4470,8940,0,0.091561,130000
1119,5,1601,1,533,1,1958,1987,0,13825,Sawyer,TA,TA,Y,2134,52,23,1,8005,10670,0,0.115805,140000
1120,5,1040,1,1040,1,1959,1959,0,7560,NAmes,TA,TA,Y,2080,51,51,0,5200,10400,0,0.137566,133700
1121,6,1012,1,1012,1,1920,1950,1,8263,IDOTRR,TA,TA,Y,2024,90,60,1,6072,12144,1,0.122474,118400
1122,7,1552,3,1552,2,2005,2006,0,10084,CollgCr,Gd,Gd,Y,3104,5,4,1,10864,21728,0,0.153907,212900
1123,4,960,1,672,1,1956,1956,0,8926,Edwards,TA,TA,Y,1632,54,54,0,3840,6528,0,0.107551,112000
1124,5,698,0,698,1,1947,2008,0,9405,Edwards,TA,TA,Y,1396,63,2,1,3490,6980,0,0.074216,118000
1125,7,1482,2,384,2,1992,1992,1,9125,Gilbert,TA,Gd,Y,1866,18,18,0,10374,13062,1,0.162411,163900
1126,4,1005,2,1005,1,1955,1955,1,10434,NAmes,TA,Fa,Y,2010,55,55,0,4020,8040,1,0.09632,115000
1127,7,1555,3,1373,2,2007,2007,1,3684,Blmngtn,Gd,Gd,Y,2928,3,3,0,10885,20496,1,0.422096,174000
1128,7,1530,3,1530,2,2004,2004,1,14572,Gilbert,Gd,Gd,Y,3060,6,6,0,10710,21420,1,0.104996,259000
1129,7,1959,2,847,2,2004,2005,1,11796,Gilbert,Gd,Gd,Y,2806,6,5,1,13713,19642,1,0.166073,215000
1130,5,936,2,936,1,1980,1980,0,7200,OldTown,TA,TA,Y,1872,30,30,0,4680,9360,0,0.13,140000
1131,4,1981,2,1122,2,1928,1950,2,7804,SWISU,TA,Gd,Y,3103,82,60,1,7924,12412,1,0.253844,135000
1132,5,974,0,974,1,1991,1992,0,10712,Mitchel,TA,TA,Y,1948,19,18,1,4870,9740,0,0.090926,93500
1133,6,2210,1,1008,2,1880,1950,0,9900,OldTown,TA,Fa,Y,3218,130,60,1,13260,19308,0,0.223232,117500
1134,8,2020,2,1128,2,1995,1995,1,9828,SawyerW,Gd,Gd,Y,3148,15,15,0,16160,25184,1,0.205535,239500
1135,6,1600,2,916,2,1997,1997,1,8773,Gilbert,TA,TA,Y,2516,13,13,0,9600,15096,1,0.182378,169000
1136,6,986,1,960,1,1926,1950,1,6180,BrkSide,TA,TA,N,1946,84,60,1,5916,11676,1,0.159547,102000
1137,6,1252,1,1032,1,1950,1950,0,9600,NAmes,TA,TA,Y,2284,60,60,0,7512,13704,0,0.130417,119000
1138,5,1020,0,780,1,1875,1996,0,6342,Sawyer,TA,TA,N,1800,135,14,1,5100,9000,0,0.160833,94000
1139,6,1567,2,1567,2,1977,1977,2,9819,Mitchel,TA,Gd,Y,3134,33,33,0,9402,18804,1,0.159589,196000
1140,5,1167,2,915,1,1920,1950,1,8731,BrkSide,TA,TA,Y,2082,90,60,1,5835,10410,1,0.133662,144000
1141,5,952,2,952,1,1951,1951,0,7350,NAmes,TA,TA,Y,1904,59,59,0,4760,9520,0,0.129524,139000
1142,5,1868,2,780,2,1976,1976,1,10304,NWAmes,TA,Gd,Y,2648,34,34,0,9340,13240,1,0.181289,197500
1143,8,2828,3,1466,3,2006,2007,1,9965,CollgCr,Gd,Gd,Y,4294,4,3,1,22624,34352,1,0.283793,424870
1144,5,1006,0,1006,1,1959,1959,0,9000,Sawyer,TA,TA,Y,2012,51,51,0,5030,10060,0,0.111778,80000
1145,4,924,1,672,1,1941,1950,0,12180,Edwards,TA,Fa,N,1596,69,60,1,3696,6384,0,0.075862,80000
1146,5,1576,1,1042,1,1928,1950,1,6240,BrkSide,TA,TA,Y,2618,82,60,1,7880,13090,1,0.252564,149000
1147,6,1298,2,1298,2,1985,1985,1,11200,SawyerW,Gd,Gd,Y,2596,25,25,0,7788,15576,1,0.115893,180000
1148,7,1564,1,704,1,1941,1950,1,12000,Crawfor,TA,Fa,Y,2268,69,60,1,10948,15876,1,0.130333,174500
1149,7,1111,1,572,1,1926,1950,1,5700,OldTown,TA,TA,Y,1683,84,60,1,7777,11781,1,0.194912,116900
1150,7,1482,2,650,1,1920,1988,0,9000,OldTown,TA,TA,Y,2132,90,22,1,10374,14924,0,0.164667,143000
1151,6,932,1,932,1,1950,1950,1,8280,NAmes,TA,Gd,Y,1864,60,60,0,5592,11184,1,0.11256,124000
1152,5,1466,2,1466,1,1959,1959,2,17755,Edwards,TA,Fa,Y,2932,51,51,0,7330,14660,1,0.082568,149900
1153,6,1811,2,1073,1,1956,2004,1,14115,Crawfor,TA,Ex,Y,2884,54,6,1,10866,17304,1,0.128303,230000
1154,6,816,1,816,1,1930,2007,0,5890,IDOTRR,Gd,TA,Y,1632,80,3,1,4896,9792,0,0.13854,120500
1155,7,1820,2,864,1,1965,1988,2,13700,NAmes,TA,Gd,Y,2684,45,22,1,12740,18788,1,0.132847,201800
1156,5,1437,2,1437,2,1976,2004,1,10768,Veenker,Gd,Gd,Y,2874,34,6,1,7185,14370,1,0.133451,218000
1157,5,1265,2,1219,2,1965,1999,1,9350,NAmes,TA,Gd,Y,2484,45,11,1,6325,12420,1,0.135294,179900
1158,7,1314,2,1314,2,2007,2008,1,5001,NridgHt,Gd,Gd,Y,2628,3,2,1,9198,18396,1,0.262747,230000
1159,8,1580,3,1580,2,2007,2008,0,11932,Somerst,Gd,Gd,Y,3160,3,2,1,12640,25280,0,0.132417,235128
1160,6,1876,2,901,2,1974,1974,1,9120,NWAmes,Gd,Gd,Y,2777,36,36,0,11256,16662,1,0.205702,185000
1161,6,1456,2,855,2,1978,1978,1,2280,NPkVill,TA,TA,Y,2311,32,32,0,8736,13866,1,0.638596,146000
1162,6,1640,2,1296,1,1954,2006,1,14778,Crawfor,Gd,Gd,Y,2936,56,4,1,9840,17616,1,0.110976,224000
1163,5,894,2,894,1,1968,1968,1,8724,Sawyer,TA,TA,Y,1788,42,42,0,4470,8940,1,0.102476,129000
1164,4,1258,2,1198,0,1969,1969,0,12900,Sawyer,TA,TA,Y,2456,41,41,0,5032,9824,0,0.097519,108959
1165,5,1432,2,1360,1,1978,1978,1,16157,Veenker,TA,Gd,Y,2792,32,32,0,7160,13960,1,0.08863,194000
1166,7,1502,2,1502,2,2009,2009,0,9541,NridgHt,Gd,Gd,Y,3004,1,1,0,10514,21028,0,0.157426,233170
1167,8,1694,3,1694,2,2008,2008,0,10475,CollgCr,Gd,Gd,Y,3388,2,2,0,13552,27104,0,0.161718,245350
1168,6,1671,2,959,2,2000,2000,1,10852,Gilbert,TA,TA,Y,2630,10,10,0,10026,15780,1,0.153981,173000
1169,6,2108,2,1127,2,1935,1986,2,13728,Edwards,TA,Gd,Y,3235,75,24,1,12648,19410,1,0.153555,235000
1170,10,3627,3,1930,3,1995,1996,1,35760,NoRidge,Gd,Gd,Y,5557,15,14,1,36270,55570,1,0.101426,625000
1171,6,1118,1,1096,1,1977,1977,1,9880,Mitchel,TA,TA,Y,2214,33,33,0,6708,13284,1,0.113158,171000
1172,6,1261,2,1261,1,1958,1958,1,9120,NAmes,TA,TA,Y,2522,52,52,0,7566,15132,1,0.138268,163000
1173,7,1250,2,625,2,2006,2007,0,4017,Somerst,Gd,Gd,Y,1875,4,3,1,8750,13125,0,0.311177,171900
1174,5,3086,0,1598,3,1946,1994,1,18030,ClearCr,TA,Ex,Y,4684,64,16,1,15430,23420,1,0.171159,200500
1175,6,2345,2,952,2,1932,1950,1,16560,Crawfor,TA,TA,Y,3297,78,60,1,14070,19782,1,0.141606,239000
1176,8,2872,2,1683,2,1992,2000,1,10678,NoRidge,Gd,Gd,Y,4555,18,10,1,22976,36440,1,0.268964,285000
1177,5,923,1,876,1,1984,1985,0,6951,Mitchel,TA,TA,Y,1799,26,25,1,4615,8995,0,0.132787,119500
1178,6,1224,1,818,1,1926,2004,0,3950,OldTown,TA,TA,Y,2042,84,6,1,7344,12252,0,0.309873,115000
1179,5,1343,1,731,1,1921,1950,1,7681,Crawfor,TA,TA,Y,2074,89,60,1,6715,10370,1,0.174847,154900
1180,5,1124,0,0,1,1954,1954,1,8335,Edwards,TA,TA,Y,1124,56,56,0,5620,5620,1,0.134853,93000
1181,7,2514,2,1216,2,1990,1991,0,11170,Timber,TA,TA,Y,3730,20,19,1,17598,26110,0,0.225067,250000
1182,8,1652,2,1600,2,2008,2008,1,5587,Crawfor,Ex,Gd,Y,3252,2,2,0,13216,26016,1,0.295686,392500
1183,10,4476,3,2396,3,1996,1996,2,15623,NoRidge,Gd,Ex,Y,6872,14,14,0,44760,68720,1,0.286501,745000
1184,5,1130,2,1120,1,1920,1950,1,10800,OldTown,TA,TA,Y,2250,90,60,1,5650,11250,1,0.10463,120000
1185,5,1572,3,1572,1,1963,1963,2,35133,Timber,TA,TA,Y,3144,47,47,0,7860,15720,1,0.044744,186700
1186,5,1221,1,784,1,1924,1950,0,9738,Edwards,TA,TA,Y,2005,86,60,1,6105,10025,0,0.125385,104900
1187,3,1699,2,978,2,1900,1970,0,10615,OldTown,TA,TA,Y,2677,110,40,1,5097,8031,0,0.160057,95000
1188,8,1624,3,1624,2,1994,1995,1,12461,NoRidge,Gd,Gd,Y,3248,16,15,1,12992,25984,1,0.130327,262000
1189,7,1660,2,831,2,2002,2002,0,8935,CollgCr,Gd,Gd,Y,2491,8,8,0,11620,17437,0,0.185786,195000
1190,7,1804,2,994,2,1999,1999,1,7500,Gilbert,TA,Gd,Y,2798,11,11,0,12628,19586,1,0.240533,189000
1191,4,1622,4,1249,1,1961,1975,1,32463,Mitchel,TA,TA,Y,2871,49,35,1,6488,11484,1,0.049965,168000
1192,8,1441,2,776,2,1999,2000,0,2645,Somerst,Gd,Gd,Y,2217,11,10,1,11528,17736,0,0.544802,174000
1193,5,1472,1,702,1,1925,1994,0,9600,OldTown,TA,Gd,Y,2174,85,16,1,7360,10870,0,0.153333,125000
1194,6,1224,2,1224,2,1999,1999,0,4500,Mitchel,TA,TA,Y,2448,11,11,0,7344,14688,0,0.272,165000
1195,6,1352,1,663,1,1969,1969,0,9364,Sawyer,TA,TA,Y,2015,41,41,0,8112,12090,0,0.144383,158000
1196,6,1456,2,728,2,2005,2005,0,8029,Gilbert,TA,Gd,Y,2184,5,5,0,8736,13104,0,0.181343,176000
1197,7,1863,3,879,2,2006,2006,1,14054,Gilbert,Gd,Gd,Y,2742,4,4,0,13041,19194,1,0.13256,219210
1198,7,1690,1,815,1,1916,1950,1,8850,OldTown,TA,TA,Y,2505,94,60,1,11830,17535,1,0.19096,144000
1199,7,1212,2,1212,2,2001,2001,0,9100,CollgCr,Gd,Gd,Y,2424,9,9,0,8484,16968,0,0.133187,178000
1200,4,1382,2,1051,1,1963,1979,1,11235,Sawyer,TA,TA,Y,2433,47,31,1,5528,9732,1,0.123008,148000
1201,4,864,1,864,1,1970,1970,0,9353,NAmes,TA,TA,Y,1728,40,40,0,3456,6912,0,0.092377,116050
1202,7,1779,2,866,2,1998,1998,0,10400,CollgCr,TA,Gd,Y,2645,12,12,0,12453,18515,0,0.171058,197900
1203,5,1348,1,884,1,1925,1997,1,6000,BrkSide,TA,TA,Y,2232,85,13,1,6740,11160,1,0.224667,117000
1204,7,1630,2,1630,2,2000,2001,1,9750,CollgCr,Gd,Gd,Y,3260,10,9,1,11410,22820,1,0.167179,213000
1205,5,1074,2,1056,1,1975,1975,0,10140,NWAmes,TA,TA,Y,2130,35,35,0,5370,10650,0,0.105917,153500
1206,7,2196,3,2158,2,1990,1991,1,14684,SawyerW,Gd,Gd,Y,4354,20,19,1,15372,30478,1,0.149551,271900
1207,4,1056,1,1056,1,1966,1966,0,8900,SawyerW,TA,TA,Y,2112,44,44,0,4224,8448,0,0.118652,107000
1208,6,1700,2,1682,2,2003,2003,0,9135,CollgCr,Gd,Gd,Y,3382,7,7,0,10200,20292,0,0.186097,200000
1209,5,1283,2,931,1,1962,1980,0,7763,NAmes,TA,TA,Y,2214,48,30,1,6415,11070,0,0.165271,140000
1210,8,1660,2,1660,2,2006,2006,1,10182,Somerst,Gd,Gd,Y,3320,4,4,0,13280,26560,1,0.163033,290000
1211,6,1845,2,1055,2,1992,1992,1,11218,SawyerW,Gd,Gd,Y,2900,18,18,0,11070,17400,1,0.164468,189000
1212,8,1752,2,559,2,1988,2005,0,12134,Gilbert,Gd,TA,Y,2311,22,5,1,14016,18488,0,0.144388,164000
1213,4,672,1,672,1,1941,1950,0,9340,Edwards,TA,TA,Y,1344,69,60,1,2688,5376,0,0.071949,113000
1214,4,960,1,648,0,1965,2001,0,10246,Sawyer,TA,TA,Y,1608,45,9,1,3840,6432,0,0.093695,145000
1215,5,999,1,925,1,1962,1962,0,10205,NAmes,TA,TA,Y,1924,48,48,0,4995,9620,0,0.097893,134500
1216,5,894,1,894,1,1966,1966,0,7094,Sawyer,TA,TA,Y,1788,44,44,0,4470,8940,0,0.126022,125000
1217,6,1902,2,0,2,1978,1978,0,8930,Sawyer,TA,TA,Y,1902,32,32,0,11412,11412,0,0.21299,112000
1218,8,1314,2,1300,2,2009,2009,0,8640,Somerst,Gd,Gd,Y,2614,1,1,0,10512,20912,0,0.152083,229456
1219,4,912,0,0,1,1947,1950,0,6240,BrkSide,TA,TA,N,912,63,60,1,3648,3648,0,0.146154,80500
1220,6,1218,0,672,1,1971,1971,0,1680,BrDale,TA,TA,Y,1890,39,39,0,7308,11340,0,0.725,91500
1221,5,912,1,912,1,1964,1964,0,7800,NAmes,TA,TA,Y,1824,46,46,0,4560,9120,0,0.116923,115000
1222,5,1211,1,952,1,1968,1968,1,8250,Sawyer,TA,TA,Y,2163,42,42,0,6055,10815,1,0.146788,134000
1223,6,1846,1,1040,2,1949,1950,1,10496,NAmes,TA,TA,Y,2886,61,60,1,11076,17316,1,0.175877,143000
1224,5,2136,2,2136,2,1951,1951,0,10680,NAmes,TA,TA,N,4272,59,59,0,10680,21360,0,0.2,137900
1225,7,1490,2,788,2,2004,2005,1,15384,Gilbert,Gd,Gd,Y,2278,6,5,1,10430,15946,1,0.096854,184000
1226,6,1138,1,588,1,1958,1958,0,10482,NAmes,TA,TA,Y,1726,52,52,0,6828,10356,0,0.108567,145000
1227,6,1933,3,894,2,2007,2007,1,14598,Somerst,Gd,Gd,Y,2827,3,3,0,11598,16962,1,0.132415,214000
1228,5,912,2,912,1,1965,2008,0,8872,NAmes,TA,Gd,Y,1824,45,2,1,4560,9120,0,0.102795,147000
1229,9,1702,3,1702,1,2008,2008,1,8769,NridgHt,Ex,Ex,Y,3404,2,2,0,15318,30636,1,0.194093,367294
1230,5,1507,1,1075,2,1960,1960,0,7910,NAmes,TA,TA,Y,2582,50,50,0,7535,12910,0,0.190518,127000
1231,5,2620,2,1361,2,1977,1977,1,18890,Sawyer,TA,TA,Y,3981,33,33,0,13100,19905,1,0.138698,190000
1232,5,1190,2,1106,1,1962,1962,0,7728,NAmes,TA,TA,Y,2296,48,48,0,5950,11480,0,0.153986,132500
1233,4,1224,2,0,2,1962,1962,0,9842,NAmes,TA,TA,Y,1224,48,48,0,4896,4896,0,0.124365,101800
1234,5,1188,2,1188,1,1959,1959,0,12160,NAmes,TA,TA,Y,2376,51,51,0,5940,11880,0,0.097697,142000
1235,5,1964,0,940,1,1911,1950,0,8525,SWISU,TA,TA,N,2904,99,60,1,9820,14520,0,0.230381,130000
1236,5,1784,1,747,1,1914,1950,0,13132,Crawfor,TA,TA,Y,2531,96,60,1,8920,12655,0,0.135851,138887
1237,7,1626,2,764,2,2003,2003,0,2628,NridgHt,Gd,Gd,Y,2390,7,7,0,11382,16730,0,0.618721,175500
1238,7,1948,2,847,2,2004,2005,1,12393,CollgCr,Gd,Gd,Y,2795,6,5,1,13636,19565,1,0.157186,195000
1239,6,1141,2,1141,1,2005,2005,0,13072,SawyerW,Gd,TA,Y,2282,5,5,0,6846,13692,0,0.087286,142500
1240,8,1484,2,1476,2,2006,2006,1,9037,Timber,Gd,Ex,Y,2960,4,4,0,11872,23680,1,0.164214,265900
1241,7,1768,2,884,2,2003,2003,0,8158,CollgCr,Gd,Gd,Y,2652,7,7,0,12376,18564,0,0.21672,224900
1242,7,1689,3,1689,2,2007,2007,0,9849,Somerst,Gd,Gd,Y,3378,3,3,0,11823,23646,0,0.171489,248328
1243,7,1173,2,1053,2,1974,1974,2,10625,NWAmes,TA,Gd,Y,2226,36,36,0,8211,15582,1,0.1104,170000
1244,10,2076,3,2076,2,2006,2006,1,13891,NridgHt,Ex,Ex,Y,4152,4,4,0,20760,41520,1,0.149449,465000
1245,8,1517,2,792,1,1929,1950,2,11435,Crawfor,TA,Gd,Y,2309,81,60,1,12136,18472,1,0.132663,230000
1246,6,1868,2,585,3,1984,2003,1,12090,NWAmes,TA,TA,Y,2453,26,7,1,11208,14718,1,0.154508,178000
1247,7,1553,2,756,2,2005,2006,0,8125,Somerst,Gd,Gd,Y,2309,5,4,1,10871,16163,0,0.191138,186500
1248,6,1034,3,1012,1,1976,1976,0,12328,Mitchel,TA,TA,Y,2046,34,34,0,6204,12276,0,0.083874,169900
1249,6,2058,2,735,1,1917,1950,1,9600,OldTown,TA,TA,N,2793,93,60,1,12348,16758,1,0.214375,129500
1250,5,988,1,876,1,1950,1950,0,7200,NAmes,TA,TA,Y,1864,60,60,0,4940,9320,0,0.137222,119000
1251,7,2110,2,2110,2,1968,1968,2,11160,NAmes,Gd,Ex,Y,4220,42,42,0,14770,29540,1,0.189068,244000
1252,7,1405,2,1405,2,2003,2003,1,3136,NridgHt,Gd,Gd,Y,2810,7,7,0,9835,19670,1,0.448023,171750
1253,5,874,1,864,1,1968,1968,0,9858,Mitchel,TA,TA,Y,1738,42,42,0,4370,8690,0,0.088659,130000
1254,7,2167,2,1192,2,1974,2003,2,17542,Veenker,Gd,Gd,Y,3359,36,7,1,15169,23513,1,0.123532,294000
1255,7,1656,2,746,2,2003,2004,1,6931,Edwards,Gd,Gd,Y,2402,7,6,1,11592,16814,1,0.238927,165400
1256,6,1367,1,884,1,1931,1950,1,6240,BrkSide,TA,TA,Y,2251,79,60,1,8202,13506,1,0.219071,127500
1257,8,1987,2,1986,2,1994,1994,1,14303,NoRidge,Gd,Gd,Y,3973,16,16,0,15896,31784,1,0.138922,301500
1258,5,864,0,864,1,1922,1950,0,4060,Edwards,TA,TA,Y,1728,88,60,1,4320,8640,0,0.212808,99900
1259,7,1166,2,856,2,2005,2005,0,9587,Gilbert,Gd,Gd,Y,2022,5,5,0,8162,14154,0,0.121623,190000
1260,6,1054,2,1054,1,1969,1969,0,9750,NAmes,TA,TA,Y,2108,41,41,0,6324,12648,0,0.108103,151000
1261,6,1675,2,841,2,1999,1999,1,24682,Gilbert,TA,TA,Y,2516,11,11,0,10050,15096,1,0.067863,181000
1262,5,1050,1,1050,1,1956,1956,0,9600,NAmes,TA,TA,Y,2100,54,54,0,5250,10500,0,0.109375,128900
1263,4,1788,1,1104,1,1957,1989,2,11250,ClearCr,TA,TA,Y,2892,53,21,1,7152,11568,1,0.158933,161500
1264,6,1824,2,764,1,1919,1950,1,13515,BrkSide,TA,TA,Y,2588,91,60,1,10944,15528,1,0.134961,180500
1265,6,1337,2,1405,2,1998,1999,0,4060,NAmes,Gd,Gd,Y,2742,12,11,1,8022,16452,0,0.32931,181000
1266,7,1452,2,691,2,1999,1999,0,3735,Somerst,Gd,Gd,Y,2143,11,11,0,10164,15001,0,0.388755,183900
1267,7,1889,1,925,1,1910,1950,1,10120,OldTown,Fa,TA,N,2814,100,60,1,13223,19698,1,0.18666,122000
1268,9,2018,3,2002,2,2008,2009,1,13214,Timber,Ex,Ex,Y,4020,2,1,1,18162,36180,1,0.152717,378500
1269,8,3447,3,728,3,1935,1997,2,14100,Crawfor,TA,Gd,Y,4175,75,13,1,27576,33400,1,0.244468,381000
1270,5,1524,1,874,1,1958,1958,0,11344,NAmes,TA,TA,Y,2398,52,52,0,7620,11990,0,0.134344,144000
1271,7,1524,2,1332,0,1979,1979,1,23595,ClearCr,Gd,Gd,Y,2856,31,31,0,10668,19992,1,0.06459,260000
1272,6,1489,2,1489,2,1968,1968,1,9156,NWAmes,TA,Gd,Y,2978,42,42,0,8934,17868,1,0.162626,185750
1273,5,935,1,935,1,1965,1965,0,13526,Sawyer,TA,TA,Y,1870,45,45,0,4675,9350,0,0.069126,137000
1274,6,1357,1,1019,1,1959,2006,1,11512,Edwards,TA,Ex,Y,2376,51,4,1,8142,14256,1,0.117877,177000
